,Unnamed: 0,unique_trajectory_id,condition,VPCode,landmark_rotation,respx,respz,targetx,targetz,trajectory_id,target,jitterx,jitterz,startx,startz,belief_respx,belief_respz,endidx,task_finished,target_loc
356,356,356,conflict,sub13,-15.0,-1.8303176706903648,0.14238392285520507,-2.110498444412477,0.4102393400595712,3-4-8,-2.11-0.41,0.0040040392895718,-0.0564850035571082,0.1110335808223752,-0.001709212518401504,-2.001830893384512,0.0029797981479013,131,True,-2.115
357,357,357,conflict,sub17,-15.0,2.2737417027246343,0.470738344940539,1.803141721082662,1.1709739252823081,0-4-8,1.8-1.17,0.0922381777616693,0.0704245638411779,0.0457932738231393,0.050710145488398695,2.1347451740397587,0.2790843307124902,126,True,1.711
359,359,359,conflict,sub07,-15.0,-1.1270562883948745,1.4199684515411075,-1.803141721082662,1.1709739252823081,1-6-8,-1.8-1.17,-0.3309665873324638,0.0671607981410946,-0.0432694457435525,0.10512154973241028,-1.6524603591167366,1.0905536689879944,177,True,-1.472
365,365,365,conflict,sub16,-15.0,2.4895014132065363,-0.4590152639716405,2.1104984444124772,0.4102393400595714,2-4-8,2.11-0.41,0.2124044003799406,0.0386527832232513,0.00497560904801,0.10487048674990374,2.6471604883581583,-0.8925013951433491,146,True,1.898
366,366,366,conflict,sub12,-15.0,-1.8000515500703775,0.3300197287855203,-2.1104984444124772,0.4102393400595713,3-6-8,-2.11-0.41,-0.0465536534577932,0.0338387463786688,0.0665493902559747,-0.040406165850319864,-1.971421235525204,-0.5620743473586004,149,True,-2.064
370,370,370,conflict,sub09,-15.0,-1.7089804699634212,-0.7984269460881237,-2.110498444412477,0.4102393400595713,3-6-8,-2.11-0.41,0.020171117310233,-0.1306840404456254,-0.0068369660607196,0.0677281322881721,-2.229123895355369,-0.3296905564747761,150,True,-2.131
372,372,372,conflict,sub17,-15.0,2.078839616048713,0.8651098218224204,1.8031417210826615,1.1709739252823081,0-7-8,1.8-1.17,-0.0133315672510244,0.0173964679481328,-0.1084586163038102,0.008287405347908616,1.928287432205274,0.307528493933646,136,True,1.816
375,375,375,conflict,sub02,-15.0,2.6652624959881663,-0.5606281279793921,2.1104984444124772,0.4102393400595712,2-5-8,2.11-0.41,-0.0128477818412352,-0.2375667487627983,-0.1211926950842458,0.015819168048156418,2.955542968554117,-0.6762785788799757,156,True,2.123
381,381,381,conflict,sub11,-15.0,-1.976384885671118,0.5504909157812472,-2.110498444412477,0.4102393400595713,3-5-8,-2.11-0.41,0.0110513762596913,-0.0949092615081316,-0.002630646009084,0.11068264075632306,-2.039731383302997,-0.5634134171280984,121,True,-2.122
386,386,386,conflict,sub17,-15.0,2.1171441192070013,0.5223938049774652,2.1104984444124772,0.4102393400595714,2-4-8,2.11-0.41,-0.0733370009871752,0.0977926091054535,0.0724743512496503,0.023286647988227882,2.091447427709728,-0.1428238967525124,126,True,2.184
387,387,387,conflict,sub02,-15.0,-1.9863622061289936,0.6299869134339529,-2.1104984444124772,0.4102393400595713,3-4-8,-2.11-0.41,0.1369248205767134,0.0073864912830525,0.0348375762596314,0.05861925211533847,-2.2696851035534467,-0.1081547374573377,146,True,-2.247
392,392,392,conflict,sub17,-15.0,1.9711428127821893,0.4558158925033012,2.1104984444124772,0.4102393400595713,2-6-8,2.11-0.41,-0.0878873777622258,0.0201985526488967,0.0569885281861138,0.08273134875760813,2.0981476822225504,-0.6961583867958835,116,True,2.198
397,397,397,conflict,sub06,-15.0,2.161149583575865,-0.015859252719902628,1.8031417210826617,1.1709739252823081,0-4-8,1.8-1.17,0.0493718196870428,-0.0823600791840842,0.0914551070794652,0.03647486398657718,2.0384634765946603,0.2549401325554614,132,True,1.754
400,400,400,conflict,sub12,-15.0,-1.63172925309336,1.160132441214627,-1.8031417210826617,1.1709739252823081,1-4-8,-1.8-1.17,0.2588852658218849,-0.0262432817974933,-0.0128913767161062,0.03099771723483591,-1.5261558276162952,0.2269876181426061,137,True,-2.062
401,401,401,conflict,sub01,-15.0,-1.2867594350510816,1.042187133415831,-1.8031417210826617,1.1709739252823081,1-7-8,-1.8-1.17,0.0871789084562287,-0.0766634659598898,-0.0505005259854247,0.03582938484117848,-1.5334027051106944,0.38763782739429,126,True,-1.89
402,402,402,conflict,sub04,-15.0,-2.0253070281761296,1.105318649297692,-1.803141721082662,1.1709739252823081,1-4-8,-1.8-1.17,0.0009995982270702,0.153252183005571,0.0220458415363327,0.09590892305995824,-1.9894805168939296,0.472033062119666,141,True,-1.804
409,409,409,conflict,sub07,-15.0,-2.221125172300014,-0.2430143029025288,-2.1104984444124772,0.4102393400595713,3-5-8,-2.11-0.41,0.048290427978121,0.0073345977768338,-0.046166719931439,0.09652726736435446,-2.0861500329914007,-0.8453514779074015,121,True,-2.159
420,420,420,conflict,sub13,-15.0,-1.28799862502064,1.6951580935263655,-1.8031417210826617,1.1709739252823081,1-7-8,-1.8-1.17,0.0500150466923242,-0.0288457211094019,-0.0404165016057006,0.07036114882196709,-2.121825465765666,-0.149609347862466,116,True,-1.853
423,423,423,conflict,sub16,-15.0,-1.1826375967406828,1.6441492542633322,-1.8031417210826617,1.1709739252823081,1-6-8,-1.8-1.17,0.0519552263186141,-0.0861849879533512,0.0515387983021789,-0.01443552347197885,-1.7395794334820451,0.3143276954719476,141,True,-1.855
427,427,427,conflict,sub03,-15.0,-1.7219856804084277,1.4150175304436965,-2.110498444412477,0.4102393400595713,3-5-8,-2.11-0.41,0.0931258380187877,-0.0125927062137416,-0.0448469010175932,0.008693936011759051,-2.253970067600797,-0.3647626456987312,136,True,-2.204
